Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
Glyma.01G032200	K10663	ATL4; E3 ubiquitin-protein ligase ATL4 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10663	_
Glyma.01G032500	K01868	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K01868	ko00970
Glyma.01G034100	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.01G034300	K23877	AXY4, AXY4L; xyloglucan O-acetyltransferase	http://www.genome.jp/dbget-bin/www_bget?ko:K23877	_
Glyma.01G034402	K23877	AXY4, AXY4L; xyloglucan O-acetyltransferase	http://www.genome.jp/dbget-bin/www_bget?ko:K23877	_
Glyma.01G034600	K23877	AXY4, AXY4L; xyloglucan O-acetyltransferase	http://www.genome.jp/dbget-bin/www_bget?ko:K23877	_
Glyma.01G034700	K23877	AXY4, AXY4L; xyloglucan O-acetyltransferase	http://www.genome.jp/dbget-bin/www_bget?ko:K23877	_
Glyma.01G034800	K23877	AXY4, AXY4L; xyloglucan O-acetyltransferase	http://www.genome.jp/dbget-bin/www_bget?ko:K23877	_
Glyma.01G034900	K23877	AXY4, AXY4L; xyloglucan O-acetyltransferase	http://www.genome.jp/dbget-bin/www_bget?ko:K23877	_
Glyma.01G035100	K14424	SMO2; plant 4alpha-monomethylsterol monooxygenase [EC:1.14.18.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K14424	ko00100;ko01100;ko01110
Glyma.01G035600	K18810	CYCD1_2_4; cyclin D1/2/4, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K18810	_
Glyma.01G036000	K11820	UGT74B1; N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195]	http://www.genome.jp/dbget-bin/www_bget?ko:K11820	ko00380;ko00966;ko01100;ko01110;ko01210
Glyma.01G037400	K17656	MSS51; mitochondrial splicing suppressor protein 51	http://www.genome.jp/dbget-bin/www_bget?ko:K17656	_
Glyma.01G037500	K14492	ARR-A; two-component response regulator ARR-A family	http://www.genome.jp/dbget-bin/www_bget?ko:K14492	ko04075
Glyma.01G037900	K20893	PARVUS, GLZ1, GATL1; probable galacturonosyltransferase-like 1 [EC:2.4.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K20893	_
Glyma.01G038250	K11644	SIN3A; paired amphipathic helix protein Sin3a	http://www.genome.jp/dbget-bin/www_bget?ko:K11644	ko04139;ko04919;ko05016;ko05169;ko05202
Glyma.01G038300	K11644	SIN3A; paired amphipathic helix protein Sin3a	http://www.genome.jp/dbget-bin/www_bget?ko:K11644	ko04139;ko04919;ko05016;ko05169;ko05202
Glyma.01G038800	K04382	PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]	http://www.genome.jp/dbget-bin/www_bget?ko:K04382	ko03015;ko04013;ko04071;ko04111;ko04113;ko04114;ko04136;ko04138;ko04140;ko04151;ko04152;ko04261;ko04350;ko04390;ko04391;ko04530;ko04728;ko04730;ko05142;ko05160;ko05165
Glyma.01G039000	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.01G039300	K14484	IAA; auxin-responsive protein IAA	http://www.genome.jp/dbget-bin/www_bget?ko:K14484	ko04075
Glyma.01G039600	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.01G039700	K19986	EXOC8, SEC84; exocyst complex component 8	http://www.genome.jp/dbget-bin/www_bget?ko:K19986	_
Glyma.01G039800	K20843	GALT2S; hydroxyproline O-galactosyltransferase 2/3/4/5/6 [EC:2.4.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K20843	_
Glyma.01G040000	K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]	http://www.genome.jp/dbget-bin/www_bget?ko:K00799	ko00480;ko00980;ko00982;ko00983;ko01100;ko01524;ko04212;ko05200;ko05204;ko05225;ko05418
Glyma.01G040200	K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]	http://www.genome.jp/dbget-bin/www_bget?ko:K00799	ko00480;ko00980;ko00982;ko00983;ko01100;ko01524;ko04212;ko05200;ko05204;ko05225;ko05418
Glyma.01G040700	K03671	trxA; thioredoxin 1	http://www.genome.jp/dbget-bin/www_bget?ko:K03671	ko04621;ko05132;ko05418
Glyma.01G040900	K12813	DHX16; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [EC:3.6.4.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K12813	ko03040
Glyma.01G041100	K03671	trxA; thioredoxin 1	http://www.genome.jp/dbget-bin/www_bget?ko:K03671	ko04621;ko05132;ko05418
Glyma.01G041200	K03671	trxA; thioredoxin 1	http://www.genome.jp/dbget-bin/www_bget?ko:K03671	ko04621;ko05132;ko05418
Glyma.01G041400	K14638	SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K14638	_
Glyma.01G041700	K09338	HD-ZIP; homeobox-leucine zipper protein	http://www.genome.jp/dbget-bin/www_bget?ko:K09338	_
Glyma.01G042100	K14638	SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K14638	_
Glyma.01G042400	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.01G042700	K01728	pel; pectate lyase [EC:4.2.2.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K01728	ko00040;ko01100;ko02024
Glyma.01G043400	K07200	PRKAG; 5'-AMP-activated protein kinase, regulatory gamma subunit	http://www.genome.jp/dbget-bin/www_bget?ko:K07200	ko04068;ko04152;ko04211;ko04213;ko04371;ko04530;ko04710;ko04714;ko04910;ko04920;ko04921;ko04922;ko04931;ko04932;ko05410
Glyma.01G043600	K10573	UBE2A, UBC2, RAD6A; ubiquitin-conjugating enzyme E2 A [EC:2.3.2.23]	http://www.genome.jp/dbget-bin/www_bget?ko:K10573	ko04120
Glyma.01G043700	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.01G044100	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.01G044200	K15275	SLC35B1; solute carrier family 35 (UDP-galactose transporter), member B1	http://www.genome.jp/dbget-bin/www_bget?ko:K15275	_
Glyma.01G044300	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.01G044600	K09338	HD-ZIP; homeobox-leucine zipper protein	http://www.genome.jp/dbget-bin/www_bget?ko:K09338	_
Glyma.01G045400	K17279	REEP5_6; receptor expression-enhancing protein 5/6	http://www.genome.jp/dbget-bin/www_bget?ko:K17279	_
Glyma.01G045500	K16221	TCP21, CHE; transcription factor TCP21 (protein CCA1 HIKING EXPEDITION)	http://www.genome.jp/dbget-bin/www_bget?ko:K16221	ko04712
Glyma.01G046000	K21734	SLD; sphingolipid 8-(E/Z)-desaturase [EC:1.14.19.29]	http://www.genome.jp/dbget-bin/www_bget?ko:K21734	_
Glyma.01G046200	K07025	K07025; putative hydrolase of the HAD superfamily	http://www.genome.jp/dbget-bin/www_bget?ko:K07025	_
Glyma.01G046400	K02608	ORC6; origin recognition complex subunit 6	http://www.genome.jp/dbget-bin/www_bget?ko:K02608	ko04110;ko04111;ko04113
Glyma.01G046500	K04713	SUR2; sphinganine C4-monooxygenase [EC:1.14.18.5]	http://www.genome.jp/dbget-bin/www_bget?ko:K04713	ko00600;ko01100
Glyma.01G046700	K15449	TYW1; tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]	http://www.genome.jp/dbget-bin/www_bget?ko:K15449	_
Glyma.01G047000	K02915	RP-L34e, RPL34; large subunit ribosomal protein L34e	http://www.genome.jp/dbget-bin/www_bget?ko:K02915	ko03010
Glyma.01G047100	K01510	ENTPD1_3_8, CD39; apyrase [EC:3.6.1.5]	http://www.genome.jp/dbget-bin/www_bget?ko:K01510	ko00230;ko00240;ko01100;ko05169
Glyma.01G048100	K01455	E3.5.1.49; formamidase [EC:3.5.1.49]	http://www.genome.jp/dbget-bin/www_bget?ko:K01455	ko00460;ko00630;ko00910;ko01100;ko01200
Glyma.01G048200	K01166	RNASET2; ribonuclease T2 [EC:4.6.1.19]	http://www.genome.jp/dbget-bin/www_bget?ko:K01166	_
Glyma.01G048400	K01166	RNASET2; ribonuclease T2 [EC:4.6.1.19]	http://www.genome.jp/dbget-bin/www_bget?ko:K01166	_
Glyma.01G048500	K14413	GALT1; beta-1,3-galactosyltransferase [EC:2.4.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K14413	ko00513;ko01100
Glyma.01G048700	K11982	RNF115_126; E3 ubiquitin-protein ligase RNF115/126 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K11982	_
Glyma.01G049400	K16222	CDF1; Dof zinc finger protein DOF5.5	http://www.genome.jp/dbget-bin/www_bget?ko:K16222	ko04712
Glyma.01G049600	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.01G049900	K15032	MTERFD; mTERF domain-containing protein, mitochondrial	http://www.genome.jp/dbget-bin/www_bget?ko:K15032	_
Glyma.01G050100	K20628	exlX; expansin	http://www.genome.jp/dbget-bin/www_bget?ko:K20628	_
Glyma.01G050900	K08901	psbQ; photosystem II oxygen-evolving enhancer protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K08901	ko00195
Glyma.01G051700	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.01G051800	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K00134	ko00010;ko00710;ko01100;ko01110;ko01120;ko01130;ko01200;ko01230;ko04066;ko05010;ko05130;ko05132
Glyma.01G052200	K17402	MRPS23; small subunit ribosomal protein S23	http://www.genome.jp/dbget-bin/www_bget?ko:K17402	_
Glyma.01G052500	K23280	RRT; rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]	http://www.genome.jp/dbget-bin/www_bget?ko:K23280	_
Glyma.01G052600	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.01G052800	K08493	VTI1; vesicle transport through interaction with t-SNAREs 1	http://www.genome.jp/dbget-bin/www_bget?ko:K08493	ko04130;ko04138
Glyma.01G052900	K21989	TMEM63; calcium permeable stress-gated cation channel	http://www.genome.jp/dbget-bin/www_bget?ko:K21989	_
Glyma.01G053100	K11593	ELF2C, AGO; eukaryotic translation initiation factor 2C	http://www.genome.jp/dbget-bin/www_bget?ko:K11593	ko04361
Glyma.01G053300	K20027	ZDHHC1_11; palmitoyltransferase ZDHHC1/11 [EC:2.3.1.225]	http://www.genome.jp/dbget-bin/www_bget?ko:K20027	_
Glyma.01G053700	K03681	RRP40, EXOSC3; exosome complex component RRP40	http://www.genome.jp/dbget-bin/www_bget?ko:K03681	ko03018
Glyma.01G054000	K03263	EIF5A; translation initiation factor 5A	http://www.genome.jp/dbget-bin/www_bget?ko:K03263	_
Glyma.01G054100	K02180	BUB3; cell cycle arrest protein BUB3	http://www.genome.jp/dbget-bin/www_bget?ko:K02180	ko04110;ko04111;ko05166
Glyma.01G054500	K01850	E5.4.99.5; chorismate mutase [EC:5.4.99.5]	http://www.genome.jp/dbget-bin/www_bget?ko:K01850	ko00400;ko01100;ko01110;ko01130;ko01230
Glyma.01G054900	K17285	SELENBP1; methanethiol oxidase [EC:1.8.3.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K17285	ko00920;ko01100
Glyma.01G055300	K23518	MACROD, ymdB; O-acetyl-ADP-ribose deacetylase [EC:3.1.1.106]	http://www.genome.jp/dbget-bin/www_bget?ko:K23518	_
Glyma.01G055500	K06694	PSMD10; 26S proteasome non-ATPase regulatory subunit 10	http://www.genome.jp/dbget-bin/www_bget?ko:K06694	_
Glyma.01G055800	K09534	DNAJC14; DnaJ homolog subfamily C member 14	http://www.genome.jp/dbget-bin/www_bget?ko:K09534	_
Glyma.01G056300	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.01G056500	K18211	SNAP25; synaptosomal-associated protein 25	http://www.genome.jp/dbget-bin/www_bget?ko:K18211	ko04721;ko04911
Glyma.01G057100	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	http://www.genome.jp/dbget-bin/www_bget?ko:K00012	ko00040;ko00053;ko00520;ko01100
Glyma.01G057500	K23870	QUA2, TSD2; putative pectin methyltransferase [EC:2.1.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K23870	_
Glyma.01G057900	K22846	CS26; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]	http://www.genome.jp/dbget-bin/www_bget?ko:K22846	ko00270;ko01100;ko01230
Glyma.01G058000	K06630	YWHAE; 14-3-3 protein epsilon	http://www.genome.jp/dbget-bin/www_bget?ko:K06630	ko04011;ko04110;ko04114;ko04151;ko04390;ko04391;ko04621;ko04722;ko05160;ko05203
Glyma.01G058700	K17710	PTCD1; pentatricopeptide repeat domain-containing protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K17710	_
Glyma.01G059000	K17710	PTCD1; pentatricopeptide repeat domain-containing protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K17710	_
Glyma.01G059900	K17964	LRPPRC; leucine-rich PPR motif-containing protein, mitochondrial	http://www.genome.jp/dbget-bin/www_bget?ko:K17964	_
Glyma.01G060600	K09273	UBTF; upstream-binding transcription factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09273	_
Glyma.01G060900	K18635	SPR1; protein SPIRAL1 and related proteins	http://www.genome.jp/dbget-bin/www_bget?ko:K18635	_
Glyma.01G061100	K20619	CYP78A; cytochrome P450 family 78 subfamily A	http://www.genome.jp/dbget-bin/www_bget?ko:K20619	_
Glyma.01G061500	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.01G062000	K01057	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]	http://www.genome.jp/dbget-bin/www_bget?ko:K01057	ko00030;ko01100;ko01110;ko01120;ko01130;ko01200
Glyma.01G062200	K00796	folP; dihydropteroate synthase [EC:2.5.1.15]	http://www.genome.jp/dbget-bin/www_bget?ko:K00796	ko00790;ko01100
Glyma.01G062400	K00276	AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	http://www.genome.jp/dbget-bin/www_bget?ko:K00276	ko00260;ko00350;ko00360;ko00410;ko00950;ko00960;ko01100;ko01110
Glyma.01G062700	K07441	ALG14; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]	http://www.genome.jp/dbget-bin/www_bget?ko:K07441	ko00510;ko00513;ko01100
Glyma.01G062900	K23880	RETREG; reticulophagy regulator	http://www.genome.jp/dbget-bin/www_bget?ko:K23880	_
Glyma.01G063000	K13379	RGP, UTM; reversibly glycosylated polypeptide / UDP-arabinopyranose mutase [EC:2.4.1.- 5.4.99.30]	http://www.genome.jp/dbget-bin/www_bget?ko:K13379	ko00520;ko01100
Glyma.01G063600	K20826	RPAP1; RNA polymerase II-associated protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K20826	_
Glyma.01G064100	K09264	K09264; MADS-box transcription factor, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09264	_
Glyma.01G064200	K09264	K09264; MADS-box transcription factor, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09264	_
Glyma.01G065400	K01285	PRCP; lysosomal Pro-X carboxypeptidase [EC:3.4.16.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K01285	ko04614;ko04974
Glyma.01G066000	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K01051	ko00040;ko01100;ko02020
Glyma.01G066100	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K01051	ko00040;ko01100;ko02020
Glyma.01G066300	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K01051	ko00040;ko01100;ko02020
Glyma.01G066500	K23280	RRT; rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]	http://www.genome.jp/dbget-bin/www_bget?ko:K23280	_
Glyma.01G067800	K09422	MYBP; transcription factor MYB, plant	http://www.genome.jp/dbget-bin/www_bget?ko:K09422	_
Glyma.01G067900	K14298	RAE1, GLE2; mRNA export factor	http://www.genome.jp/dbget-bin/www_bget?ko:K14298	ko03013;ko05164
Glyma.01G068000	K09487	HSP90B, TRA1; heat shock protein 90kDa beta	http://www.genome.jp/dbget-bin/www_bget?ko:K09487	ko04141;ko04151;ko04626;ko04657;ko04915;ko04918;ko05132;ko05200;ko05215;ko05418
Glyma.01G068100	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K01051	ko00040;ko01100;ko02020
Glyma.01G069300	K09060	GBF; plant G-box-binding factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09060	_
Glyma.01G069500	K04077	groEL, HSPD1; chaperonin GroEL	http://www.genome.jp/dbget-bin/www_bget?ko:K04077	ko03018;ko04212;ko04940;ko05134;ko05152
Glyma.01G070200	K00430	E1.11.1.7; peroxidase [EC:1.11.1.7]	http://www.genome.jp/dbget-bin/www_bget?ko:K00430	ko00940;ko01100;ko01110
Glyma.01G070300	K00876	udk, UCK; uridine kinase [EC:2.7.1.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K00876	ko00240;ko00983;ko01100
Glyma.01G071100	K07466	RFA1, RPA1, rpa; replication factor A1	http://www.genome.jp/dbget-bin/www_bget?ko:K07466	ko03030;ko03420;ko03430;ko03440;ko03460
Glyma.01G071300	K01611	speD, AMD1; S-adenosylmethionine decarboxylase [EC:4.1.1.50]	http://www.genome.jp/dbget-bin/www_bget?ko:K01611	ko00270;ko00330;ko01100
Glyma.01G071700	K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04733	ko04010;ko04064;ko04620;ko04621;ko04624;ko04722;ko05130;ko05132;ko05133;ko05135;ko05140;ko05142;ko05145;ko05152;ko05161;ko05162;ko05164;ko05168;ko05169;ko05170
Glyma.01G073200	K17912	CCD7; 9-cis-beta-carotene 9',10'-cleaving dioxygenase [EC:1.13.11.68]	http://www.genome.jp/dbget-bin/www_bget?ko:K17912	ko00906;ko01110
Glyma.01G073400	K20092	CHD1L; chromodomain-helicase-DNA-binding protein 1-like [EC:3.6.4.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K20092	_
Glyma.01G073600	K00660	CHS; chalcone synthase [EC:2.3.1.74]	http://www.genome.jp/dbget-bin/www_bget?ko:K00660	ko00941;ko01100;ko01110;ko04712
Glyma.01G074000	K10696	BRE1; E3 ubiquitin-protein ligase BRE1 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10696	_
Glyma.01G074200	K09286	EREBP; EREBP-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09286	_
Glyma.01G074600	K08237	E2.4.1.218; hydroquinone glucosyltransferase [EC:2.4.1.218]	http://www.genome.jp/dbget-bin/www_bget?ko:K08237	_
Glyma.01G074700	K14306	NUP62, NSP1; nuclear pore complex protein Nup62	http://www.genome.jp/dbget-bin/www_bget?ko:K14306	ko03013
Glyma.01G075400	K02355	fusA, GFM, EFG; elongation factor G	http://www.genome.jp/dbget-bin/www_bget?ko:K02355	_
Glyma.01G077000	K20628	exlX; expansin	http://www.genome.jp/dbget-bin/www_bget?ko:K20628	_
Glyma.01G077200	K10846	ERCC5, XPG, RAD2; DNA excision repair protein ERCC-5	http://www.genome.jp/dbget-bin/www_bget?ko:K10846	ko03420
Glyma.01G077400	K05285	PIGN; GPI ethanolamine phosphate transferase 1 [EC:2.7.-.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K05285	ko00563;ko01100
Glyma.01G078200	K14488	SAUR; SAUR family protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14488	ko04075
Glyma.01G079100	K08869	ADCK, ABC1; aarF domain-containing kinase	http://www.genome.jp/dbget-bin/www_bget?ko:K08869	_
Glyma.01G079300	K23093	USB1; U6 snRNA phosphodiesterase [EC:3.1.4.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K23093	_
Glyma.01G079800	K01184	E3.2.1.15; polygalacturonase [EC:3.2.1.15]	http://www.genome.jp/dbget-bin/www_bget?ko:K01184	ko00040;ko01100
Glyma.01G080200	K01527	EGD1, BTF3; nascent polypeptide-associated complex subunit beta	http://www.genome.jp/dbget-bin/www_bget?ko:K01527	ko04214
Glyma.01G080300	K07904	RAB11A; Ras-related protein Rab-11A	http://www.genome.jp/dbget-bin/www_bget?ko:K07904	ko04144;ko04961;ko04962;ko04972;ko05164
Glyma.01G080400	K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K07107	_
Glyma.01G080600	K01054	MGLL; acylglycerol lipase [EC:3.1.1.23]	http://www.genome.jp/dbget-bin/www_bget?ko:K01054	ko00561;ko01100;ko04714;ko04723;ko04923
Glyma.01G081100	K09286	EREBP; EREBP-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09286	_
Glyma.01G081300	K15925	XYL1; alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	http://www.genome.jp/dbget-bin/www_bget?ko:K15925	_
Glyma.01G081400	K08235	E2.4.1.207; xyloglucan:xyloglucosyl transferase [EC:2.4.1.207]	http://www.genome.jp/dbget-bin/www_bget?ko:K08235	_
Glyma.01G081500	K10839	RAD23, HR23; UV excision repair protein RAD23	http://www.genome.jp/dbget-bin/www_bget?ko:K10839	ko03420;ko04141
Glyma.01G081600	K14638	SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K14638	_
Glyma.01G081700	K14638	SLC15A3_4, PHT; solute carrier family 15 (peptide/histidine transporter), member 3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K14638	_
Glyma.01G082000	K01246	tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	http://www.genome.jp/dbget-bin/www_bget?ko:K01246	ko03410
Glyma.01G082200	K13832	aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]	http://www.genome.jp/dbget-bin/www_bget?ko:K13832	ko00400;ko01100;ko01110;ko01130;ko01230
Glyma.01G082700	K08827	PRPF4B; serine/threonine-protein kinase PRP4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08827	_
Glyma.01G083000	K19476	IST1; vacuolar protein sorting-associated protein IST1	http://www.genome.jp/dbget-bin/www_bget?ko:K19476	ko04144
Glyma.01G083100	K06695	PSMC3IP; 26S proteasome regulatory subunit, ATPase 3, interacting protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06695	_
Glyma.01G084200	K14431	TGA; transcription factor TGA	http://www.genome.jp/dbget-bin/www_bget?ko:K14431	ko04075
Glyma.01G084600	K22683	APF2; aspartyl protease family protein [EC:3.4.23.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K22683	_
Glyma.01G084700	K06891	clpS; ATP-dependent Clp protease adaptor protein ClpS	http://www.genome.jp/dbget-bin/www_bget?ko:K06891	_
Glyma.01G086000	K14863	WDR12, YTM1; ribosome biogenesis protein	http://www.genome.jp/dbget-bin/www_bget?ko:K14863	_
Glyma.01G086201	K15168	MED25; mediator of RNA polymerase II transcription subunit 25	http://www.genome.jp/dbget-bin/www_bget?ko:K15168	_
Glyma.01G086600	K15168	MED25; mediator of RNA polymerase II transcription subunit 25	http://www.genome.jp/dbget-bin/www_bget?ko:K15168	_
Glyma.01G086900	K10525	AOC; allene oxide cyclase [EC:5.3.99.6]	http://www.genome.jp/dbget-bin/www_bget?ko:K10525	ko00592;ko01100;ko01110
Glyma.01G087000	K01265	map; methionyl aminopeptidase [EC:3.4.11.18]	http://www.genome.jp/dbget-bin/www_bget?ko:K01265	_
Glyma.01G087500	K09287	RAV; RAV-like factor	http://www.genome.jp/dbget-bin/www_bget?ko:K09287	_
